54,52,complex
54,53,complex
54,55,+
54,58,-
54,64,no pred
54,86,complex
54,87,complex
54,90,complex
54,96,complex
54,112,complex
54,255,complex
54,256,complex
54,284,+
55,31,+
55,37,+
55,38,+
55,51,complex
55,52,complex
55,56,no pred
55,57,-
55,64,no pred
55,84,+
55,85,+
55,86,+
55,87,+
55,88,+
55,91,+
55,108,+
55,132,no pred
55,167,+
55,220,no pred
55,221,no pred
55,222,no pred
55,255,+
55,257,+
55,262,+
55,264,+
56,22,+
56,37,+
56,38,+
56,51,complex
56,52,complex
56,53,+
56,55,no pred
56,58,-
56,65,no pred
56,84,+
56,85,+
56,86,+
56,87,+
56,88,+
56,91,+
56,93,+
56,96,+
56,108,+
56,132,no pred
56,166,no pred
56,168,+
56,220,no pred
56,221,no pred
56,222,no pred
56,254,+
56,255,+
56,257,+
56,263,+
57,23,+
57,28,+
57,51,complex
57,52,complex
57,55,no pred
57,84,+
57,85,+
57,86,+
57,95,+
57,167,+
57,168,+
57,179,+
57,212,no pred
57,220,no pred
57,221,no pred
57,222,no pred
57,253,+
57,255,+
57,283,+
57,284,+
58,21,-
58,28,+
58,29,+
58,30,+
58,51,complex
58,52,complex
58,55,no pred
58,56,no pred
58,57,-
58,80,no pred
58,84,+
58,85,+
58,86,+
58,95,+
58,146,-
58,195,complex
58,213,no pred
58,220,no pred
58,221,no pred
58,222,no pred
58,248,-
58,253,+
58,254,+
58,255,+
58,256,+
59,14,-
59,37,-
59,53,-
59,54,-
59,60,-
59,61,no pred
59,62,-
59,63,-
59,64,no pred
59,68,no pred
59,107,no pred
59,111,-
59,112,-
59,172,no pred
59,176,-
59,189,no pred
59,190,no pred
59,235,no pred
59,265,complex
59,266,complex
59,276,-
60,10,no pred
60,14,-
60,44,-
60,51,-
60,53,-
60,54,-
60,59,-
60,61,no pred
60,62,-
60,63,-
60,64,no pred
60,111,-
60,112,-
60,168,-
60,169,-
60,175,no pred
60,176,-
60,200,no pred
60,212,no pred
60,254,complex
61,51,complex
61,52,complex
61,53,+
61,54,+
61,55,no pred
61,56,no pred
61,58,-
61,59,no pred
61,61,+
61,64,no pred
61,65,no pred
61,91,+
61,108,+
61,156,-
61,167,+
61,168,+
61,172,+
61,173,+
61,177,+
61,179,+
61,258,+
61,263,+
61,276,+
62,5,no pred
62,44,no pred
62,52,no pred
62,53,no pred
62,54,no pred
62,55,no pred
62,59,no pred
62,60,no pred
62,63,no pred
62,64,no pred
62,65,no pred
62,71,no pred
62,77,no pred
62,100,no pred
62,175,no pred
62,177,no pred
62,190,no pred
62,195,no pred
62,196,no pred
62,220,no pred
62,234,no pred
62,236,no pred
62,282,no pred
63,7,no pred
63,27,no pred
63,48,no pred
63,51,no pred
63,53,no pred
63,54,no pred
63,56,no pred
63,59,no pred
63,60,no pred
63,62,no pred
63,65,no pred
63,70,no pred
63,106,no pred
63,174,no pred
63,191,no pred
63,196,no pred
63,233,no pred
63,235,no pred
64,16,-
64,44,-
64,52,-
64,53,-
64,54,-
64,55,+
64,57,-
64,62,-
64,65,no pred
64,167,-
64,168,-
64,173,no pred
64,190,no pred
64,197,-
64,220,complex
65,23,-
65,51,-
65,52,-
65,53,-
65,54,-
65,55,+
65,56,+
65,58,-
65,64,no pred
65,69,-
65,110,-
65,167,-
65,168,-
65,188,complex
65,221,-
66,53,no pred
66,57,no pred
66,58,no pred
66,69,no pred
66,106,no pred
66,194,no pred
66,195,no pred
66,198,no pred
66,202,no pred
66,210,no pred
66,216,no pred
66,217,no pred
66,218,no pred
66,228,no pred
66,232,no pred
67,66,no pred
67,76,no pred
67,174,no pred
67,176,no pred
67,191,no pred
67,194,no pred
67,195,no pred
67,202,no pred
67,203,no pred
67,210,no pred
67,212,no pred
67,215,no pred
67,216,no pred
67,225,no pred
67,233,no pred
67,238,no pred
67,240,no pred
68,57,-
68,67,no pred
68,100,no pred
68,105,no pred
68,107,no pred
68,108,no pred
68,112,-
68,175,no pred
68,180,-
68,195,no pred
68,197,-
68,220,complex
68,221,-
68,222,-
68,276,-
68,277,-
68,281,-
68,293,no pred
69,3,no pred
69,53,+
69,54,+
69,55,+
69,56,+
69,62,+
69,65,+
69,66,+
69,76,+
69,77,+
69,84,no pred
69,167,+
69,168,+
69,172,+
69,173,+
69,178,no pred
69,188,no pred
69,231,+
69,254,no pred
69,267,+
70,4,no pred
70,10,no pred
70,13,-
70,18,+
70,20,-
70,39,no pred
70,43,no pred
70,53,+
70,63,no pred
70,72,no pred
70,111,+
70,182,-
70,191,complex
70,233,-
70,235,-
71,5,no pred
71,15,no pred
71,19,+
71,21,-
71,40,no pred
71,42,no pred
71,44,no pred
71,54,+
71,111,+
71,112,+
71,151,no pred
71,183,-
71,190,no pred
71,196,no pred
71,252,no pred
72,8,no pred
72,10,complex
72,11,complex
72,12,+
72,13,+
72,18,-
72,20,no pred
72,40,no pred
72,42,no pred
72,51,+
72,73,no pred
72,182,complex
72,239,+
73,5,no pred
73,10,complex
73,11,complex
73,12,+
73,13,+
73,18,-
73,19,-
73,39,no pred
73,40,no pred
73,42,no pred
73,44,no pred
73,72,no pred
73,128,no pred
73,182,complex
73,198,no pred
74,5,no pred
74,12,+
74,16,no pred
74,21,no pred
74,50,+
74,52,+
74,57,+
74,58,+
74,75,no pred
74,83,no pred
74,183,complex
74,185,complex
74,188,no pred
74,191,+
74,192,+
74,199,no pred
74,244,+
74,248,no pred
75,18,-
75,27,no pred
75,51,+
75,57,+
75,74,no pred
75,150,no pred
75,182,complex
75,184,complex
75,185,complex
75,191,+
75,239,+
76,0,no pred
76,2,no pred
76,23,no pred
76,62,no pred
76,65,no pred
76,111,no pred
76,172,no pred
76,173,no pred
76,189,no pred
76,212,no pred
76,216,no pred
76,241,no pred
77,3,no pred
77,24,no pred
77,51,no pred
77,54,no pred
77,62,no pred
77,64,no pred
77,83,no pred
77,112,no pred
77,167,no pred
77,172,no pred
77,173,no pred
77,223,no pred
77,242,no pred
80,8,no pred
80,16,no pred
80,23,no pred
80,58,no pred
80,81,no pred
80,120,no pred
80,126,no pred
80,146,no pred
80,148,no pred
80,184,no pred
80,186,no pred
80,187,no pred
80,193,no pred
80,197,no pred
80,204,no pred
80,212,no pred
80,214,no pred
80,215,no pred
80,226,no pred
80,229,no pred
80,232,no pred
80,234,no pred
80,241,no pred
80,245,no pred
80,249,no pred
81,57,no pred
81,77,no pred
81,81,no pred
81,121,no pred
81,123,no pred
81,147,no pred
81,149,no pred
81,186,no pred
81,187,no pred
81,190,no pred
81,193,no pred
81,203,no pred
81,205,no pred
81,213,no pred
81,214,no pred
81,215,no pred
81,230,no pred
81,233,no pred
81,242,no pred
81,246,no pred
81,248,no pred
81,250,no pred
82,58,no pred
82,124,no pred
82,146,no pred
82,150,no pred
82,178,no pred
82,182,no pred
82,184,no pred
82,186,no pred
82,187,no pred
82,200,no pred
82,205,no pred
82,212,no pred
82,214,no pred
82,215,no pred
82,227,no pred
82,235,no pred
82,240,no pred
82,243,no pred
82,247,no pred
82,251,no pred
83,7,no pred
83,42,no pred
83,57,no pred
83,81,no pred
83,125,no pred
83,131,no pred
83,147,no pred
83,151,no pred
83,182,no pred
83,183,no pred
83,186,no pred
83,187,no pred
83,198,no pred
83,201,no pred
83,215,no pred
83,228,no pred
83,236,no pred
83,238,no pred
83,244,no pred
83,252,no pred
84,28,+
84,93,+
84,100,+
84,110,+
84,283,+
85,29,+
85,86,+
85,93,+
85,100,+
85,283,+
85,284,+
86,31,+
86,87,+
86,95,+
86,101,+
86,284,+
86,285,+
87,94,+
87,101,+
87,285,+
87,286,+
88,87,+
88,96,+
88,102,+
88,286,+
88,287,+
89,88,+
89,97,+
89,102,+
89,285,+
89,286,+
89,287,+
89,288,+
90,89,+
90,98,+
90,103,+
90,288,+
90,289,+
90,290,+
91,90,+
91,99,+
91,103,+
91,104,+
91,289,+
91,290,+
91,291,+
91,292,+
91,293,+
91,294,+
92,38,+
92,91,+
92,99,+
92,105,+
92,106,+
92,264,+
92,290,+
92,291,+
92,292,+
92,293,+
92,294,+
93,28,+
93,29,+
93,84,+
93,85,+
93,100,+
93,110,+
93,188,+
93,283,+
93,284,+
94,30,+
94,31,+
94,85,+
94,86,+
94,87,+
94,100,+
94,101,+
94,284,+
94,285,+
95,31,+
95,32,+
95,87,+
95,88,+
95,101,+
95,102,+
95,104,+
95,285,+
95,286,+
95,287,+
96,33,+
96,88,+
96,102,+
96,103,+
96,104,+
96,105,+
96,287,+
97,34,+
97,35,+
97,89,+
97,90,+
97,91,+
97,285,+
97,286,+
97,287,+
97,288,+
98,35,+
98,36,+
98,91,+
98,92,+
98,288,+
98,289,+
98,290,+
99,37,+
99,38,+
99,92,+
99,289,+
99,290,+
99,291,+
99,292,+
99,293,+
99,294,+
100,85,complex
100,266,complex
100,283,no pred
101,86,complex
101,284,no pred
101,285,no pred
102,88,complex
106,20,-
106,21,-
106,27,no pred
106,49,no pred
106,50,no pred
106,51,complex
106,52,complex
106,53,+
106,54,+
106,56,no pred
106,57,-
106,58,-
106,85,+
106,94,+
106,95,+
106,96,+
106,99,+
106,155,-
106,167,+
106,168,+
106,175,no pred
106,178,no pred
106,182,-
106,183,-
106,195,complex
106,196,no pred
106,217,complex
106,218,complex
106,219,complex
106,220,no pred
106,233,-
106,234,-
106,235,-
106,236,-
106,239,complex
106,247,-
106,249,no pred
106,254,+
106,258,+
106,260,+
106,264,+
106,265,+
106,275,+
107,68,no pred
107,91,complex
107,105,no pred
107,108,no pred
107,152,+
107,160,no pred
107,174,no pred
107,294,no pred
108,12,+
108,13,+
108,51,+
108,52,+
108,53,+
108,66,+
108,170,complex
108,174,no pred
108,179,no pred
108,184,complex
108,185,complex
108,191,+
108,192,+
108,199,no pred
108,210,+
108,211,+
108,243,+
108,290,no pred
109,2,no pred
109,3,no pred
109,12,+
109,13,+
109,51,+
109,52,+
109,53,+
109,54,+
109,55,+
109,56,+
109,100,no pred
109,106,+
109,110,+
109,168,+
109,197,complex
109,253,no pred
110,0,no pred
110,1,no pred
110,3,no pred
110,51,+
110,52,+
110,53,+
110,54,+
110,55,+
110,56,+
110,57,+
110,58,+
110,64,+
110,65,+
110,106,+
110,109,+
110,167,+
110,265,+
111,6,no pred
111,7,no pred
111,10,no pred
111,15,no pred
111,20,-
111,21,-
111,43,no pred
111,44,no pred
111,46,no pred
111,47,no pred
111,48,no pred
111,59,no pred
111,60,no pred
111,64,no pred
111,70,no pred
111,71,no pred
111,111,+
111,112,+
111,176,+
111,189,no pred
111,194,complex
111,196,no pred
111,213,no pred
111,280,+
112,10,no pred
112,12,-
112,20,-
112,21,-
112,32,+
112,43,no pred
112,54,+
112,56,no pred
112,58,-
112,59,no pred
112,60,no pred
112,62,no pred
112,63,no pred
112,64,no pred
112,70,no pred
112,77,no pred
112,88,+
112,89,+
112,111,+
112,173,+
112,175,no pred
112,177,+
112,179,+
112,190,no pred
112,194,complex
112,195,complex
112,201,-
112,213,no pred
112,220,no pred
112,222,no pred
112,258,+
112,277,+
112,278,+
112,279,+
112,280,+
113,115,no pred
113,117,no pred
113,118,+
113,119,no pred
113,135,no pred
113,137,no pred
113,138,no pred
113,141,no pred
113,142,no pred
113,143,no pred
113,144,no pred
114,116,no pred
114,117,no pred
114,118,+
114,134,no pred
114,135,no pred
114,136,no pred
114,137,no pred
114,138,no pred
114,141,no pred
114,142,no pred
114,143,no pred
114,144,no pred
114,145,no pred
115,113,complex
115,116,+
115,118,no pred
115,134,+
115,144,+
115,145,+
116,114,complex
116,115,+
116,118,no pred
116,134,+
116,136,-
116,138,+
116,139,+
116,141,+
116,144,+
116,145,+
117,113,no pred
117,118,+
117,119,no pred
117,134,no pred
117,135,no pred
117,137,no pred
117,138,no pred
117,139,no pred
117,141,no pred
117,142,no pred
117,143,no pred
117,145,no pred
118,113,complex
118,115,+
118,116,+
118,117,+
118,134,+
118,135,-
118,137,+
118,138,+
118,139,+
118,143,+
118,144,+
118,145,+
119,114,no pred
119,115,no pred
119,116,no pred
119,117,no pred
119,137,no pred
119,139,no pred
119,144,no pred
119,145,no pred
120,126,no pred
120,201,+
120,204,+
120,207,+
120,229,+
120,241,+
121,121,no pred
121,123,no pred
121,127,no pred
121,147,no pred
121,178,no pred
121,200,+
121,205,+
121,242,+
121,250,+
122,58,+
122,128,no pred
122,146,no pred
122,200,+
122,202,+
122,203,+
122,204,+
122,205,+
122,208,+
122,212,complex
122,243,+
122,245,+
123,57,+
123,58,+
123,147,no pred
123,200,+
123,201,+
123,202,+
123,203,+
123,204,+
123,205,+
123,207,+
123,214,+
123,248,no pred
124,68,-
124,122,no pred
124,124,no pred
124,150,no pred
124,200,+
124,205,+
124,214,+
124,243,+
124,251,+
125,123,no pred
125,131,no pred
125,147,no pred
125,151,no pred
125,201,+
125,204,+
125,244,+
126,49,no pred
126,54,+
126,120,+
126,126,no pred
126,148,no pred
126,184,+
126,193,-
126,206,+
126,207,+
126,208,+
126,209,+
126,214,no pred
126,241,no pred
127,81,no pred
127,121,+
127,149,no pred
127,186,no pred
127,187,no pred
127,206,+
127,207,+
127,208,+
127,209,+
127,242,no pred
128,2,+
128,57,-
128,122,+
128,148,no pred
128,150,no pred
128,186,no pred
128,193,-
128,202,-
128,203,-
128,208,+
128,209,+
128,243,no pred
128,247,-
129,3,+
129,58,-
129,123,+
129,147,-
129,149,no pred
129,151,no pred
129,193,-
129,202,-
129,207,+
129,209,+
129,213,no pred
129,242,no pred
129,244,no pred
129,246,+
129,248,-
130,75,no pred
130,108,+
130,124,+
130,128,no pred
130,150,no pred
130,182,-
130,193,-
130,207,+
130,208,+
130,209,+
130,243,no pred
131,7,no pred
131,51,complex
131,125,+
131,151,no pred
131,183,-
131,193,-
131,206,+
131,207,+
131,208,+
131,209,+
131,226,complex
131,244,no pred
131,248,-
132,51,+
132,52,+
132,55,+
132,56,+
132,64,+
132,65,+
132,158,no pred
132,172,+
132,180,no pred
133,51,+
133,52,+
133,55,+
133,56,+
133,65,+
133,153,no pred
133,166,no pred
133,168,+
133,172,+
133,178,no pred
133,180,no pred
133,181,no pred
134,115,no pred
134,116,no pred
134,117,no pred
134,118,+
134,143,no pred
134,144,no pred
135,117,no pred
135,118,+
135,137,no pred
135,138,no pred
136,118,+
136,137,no pred
136,138,no pred
136,145,no pred
137,144,+
138,139,+
139,118,+
139,135,no pred
139,137,no pred
139,139,no pred
139,141,no pred
143,113,complex
143,117,+
143,134,+
143,135,-
143,136,-
143,137,+
143,141,+
143,144,+
143,145,+
144,137,no pred
144,138,no pred
144,139,no pred
144,145,no pred
145,115,no pred
145,116,no pred
145,119,no pred
145,138,no pred
146,58,+
146,80,no pred
146,82,no pred
146,124,no pred
146,146,no pred
146,184,complex
146,200,+
146,202,+
146,204,+
146,207,+
146,237,+
146,238,+
146,240,+
146,249,+
146,251,+
147,3,no pred
147,57,+
147,81,no pred
147,83,no pred
147,121,no pred
147,125,no pred
147,129,no pred
147,147,no pred
147,149,no pred
147,185,complex
147,197,complex
147,201,+
147,202,+
147,203,+
147,205,+
147,206,complex
147,208,+
147,237,+
147,238,+
147,239,+
147,240,+
147,251,+
148,80,no pred
148,187,+
148,193,+
148,200,+
148,201,+
148,206,complex
148,207,+
148,214,+
148,229,+
148,249,+
149,121,no pred
149,186,+
149,187,+
149,193,+
149,200,+
149,208,+
149,215,+
149,230,+
150,51,+
150,56,+
150,128,no pred
150,186,+
150,205,+
150,214,+
150,231,+
151,125,no pred
151,183,complex
151,187,+
151,193,+
151,204,+
151,208,+
151,215,+
151,232,+
152,92,+
152,105,+
152,173,+
152,292,+
152,293,+
152,294,+
153,105,+
153,293,+
153,294,+
154,106,no pred
155,106,no pred
155,154,no pred
155,178,no pred
156,56,+
156,59,no pred
156,61,+
156,62,+
156,63,+
156,91,+
156,106,+
156,157,no pred
156,158,no pred
156,159,no pred
156,176,+
157,56,+
157,61,+
157,63,+
157,91,+
157,106,+
157,156,no pred
157,158,no pred
157,159,no pred
157,174,no pred
157,176,+
157,177,+
157,179,no pred
158,38,no pred
158,51,+
158,52,+
158,55,+
158,56,+
158,61,+
158,91,+
158,159,no pred
158,167,+
158,172,+
158,264,-
159,51,+
159,52,+
159,55,+
159,56,+
159,158,no pred
159,161,no pred
159,167,+
159,168,+
159,264,-
160,51,+
160,63,+
160,92,complex
160,106,+
160,132,+
160,161,no pred
160,167,+
160,177,+
160,264,-
161,63,+
161,92,complex
161,106,+
161,133,+
161,157,no pred
161,160,no pred
161,168,+
161,177,+
161,264,-
164,204,-
164,217,complex
164,218,complex
164,227,complex
164,235,-
164,236,-
164,240,complex
165,216,complex
165,228,complex
165,235,-
165,236,-
165,239,complex
166,51,+
166,52,+
166,55,+
166,56,+
166,61,+
166,62,+
166,65,+
166,91,+
166,99,+
166,133,+
166,158,no pred
166,167,+
166,168,+
166,172,+
166,175,no pred
167,7,no pred
167,28,+
167,29,+
167,44,no pred
167,51,complex
167,52,complex
167,53,+
167,54,+
167,55,no pred
167,56,no pred
167,57,-
167,58,-
167,61,+
167,64,no pred
167,65,no pred
167,88,+
167,91,+
167,94,+
167,95,+
167,96,+
167,99,+
167,106,+
167,155,-
167,167,+
167,168,+
167,188,+
167,197,no pred
167,231,complex
167,236,-
167,263,+
167,268,+
167,270,+
167,275,+
168,27,no pred
168,51,complex
168,52,complex
168,53,+
168,54,+
168,55,no pred
168,56,no pred
168,57,-
168,58,-
168,62,no pred
168,68,no pred
168,85,+
168,87,+
168,88,+
168,90,+
168,94,+
168,95,+
168,96,+
168,106,+
